symbol,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,fees,net_pnl,return_pct,entry_reason,exit_reason
BNBUSDT,2025-01-19 16:00:00+00:00,2025-01-19 23:59:59.999000+00:00,698.22894,681.429115,5.389,-90.5342569249997,7.434977258395001,-97.9692341833947,-2.603656481926966,reversion:range+confirmed_rebound,stop_loss
ADAUSDT,2025-01-20 04:00:00+00:00,2025-01-20 11:59:59.999000+00:00,1.00760355,1.0955519500000002,1288.8,113.3478979200002,2.7105468084,110.6373511116002,8.51974414937305,reversion:range+confirmed_rebound,take_profit
XRPUSDT,2025-01-27 16:00:00+00:00,2025-01-28 07:59:59.999000+00:00,2.9580783,3.1363310500000003,630.3,112.35270832500025,3.841306213305,108.51140211169525,5.81993859493173,reversion:range+confirmed_rebound,take_profit
BTCUSDT,2025-02-02 16:00:00+00:00,2025-02-02 19:59:59.999000+00:00,99396.54343499999,97310.710305,0.04333,-90.37914952289933,8.523325304554199,-98.90247482745352,-2.2963981491294447,reversion:range+confirmed_rebound,stop_loss
BTCUSDT,2025-02-19 00:00:00+00:00,2025-02-20 15:59:59.999000+00:00,95719.57587,97587.40189000001,0.05235,97.78069214700041,10.119620285736001,87.66107186126442,1.7494008169386677,reversion:range+confirmed_rebound,take_profit
ADAUSDT,2025-04-28 20:00:00+00:00,2025-04-30 15:59:59.999000+00:00,0.7069533,0.6766615000000001,3152.0,-95.47975359999958,4.361153849600001,-99.84090744959958,-4.480552647536955,reversion:range+confirmed_rebound,stop_loss
SOLUSDT,2025-04-30 20:00:00+00:00,2025-05-01 11:59:59.999000+00:00,145.69281,151.78407,17.939,109.2711131400001,5.33643775032,103.9346753896801,3.9767117677255355,reversion:range+confirmed_rebound,take_profit
ETHUSDT,2025-05-05 08:00:00+00:00,2025-05-06 11:59:59.999000+00:00,1827.49329,1786.60625,2.224,-90.93277695999966,8.03775737696,-98.97053433695966,-2.435091815850106,reversion:range+confirmed_rebound,stop_loss
SOLUSDT,2025-05-06 16:00:00+00:00,2025-05-07 03:59:59.999000+00:00,143.25159,147.776075,23.447,106.08559979499996,6.823725661255,99.26187413374497,2.955260276692216,reversion:range+confirmed_rebound,take_profit
ADAUSDT,2025-05-19 00:00:00+00:00,2025-05-19 07:59:59.999000+00:00,0.76007985,0.7215390500000001,2499.8,-96.34429183999984,3.7037509262200006,-100.04804276621984,-5.265554520357293,reversion:range+confirmed_rebound,stop_loss
ETHUSDT,2025-05-19 08:00:00+00:00,2025-05-19 19:59:59.999000+00:00,2404.9418699999997,2544.6970149999997,0.8027,112.18145489150007,3.9730751329895,108.20837975851057,5.6053540335675605,reversion:range+confirmed_rebound,take_profit
BNBUSDT,2025-06-13 08:00:00+00:00,2025-06-13 16:00:00+00:00,655.337505,653.163255,7.723,-16.791732749999348,10.10555136948,-26.897284119479348,-0.5314438336624601,reversion:range+confirmed_rebound,strategy_exit_next_open
BTCUSDT,2025-07-25 12:00:00+00:00,2025-07-25 16:00:00+00:00,116601.86179499999,115669.20646500001,0.04086,-38.10829678379917,9.490595849103599,-47.59889263290277,-0.9990632913804236,reversion:range+confirmed_rebound,strategy_exit_next_open
