symbol,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,fees,net_pnl,return_pct,entry_reason,exit_reason
XRPUSDT,2025-01-13 16:00:00+00:00,2025-01-14 19:59:59.999000+00:00,2.4676332,2.6078954000000003,797.2,111.81702584000037,4.046211399920001,107.77081444008037,5.47839409033727,reversion:trend+confirmed_rebound,take_profit
AVAXUSDT,2025-01-18 12:00:00+00:00,2025-01-19 11:59:59.999000+00:00,39.469725000000004,37.80109,57.16,-95.37917660000011,4.4167997854,-99.79597638540011,-4.423405065528077,reversion:trend+confirmed_rebound,stop_loss
BTCUSDT,2025-01-20 04:00:00+00:00,2025-01-20 07:59:59.999000+00:00,101942.88597,105457.92466,0.03052,107.27898081880004,6.3298727404276,100.94910807837243,3.2445990202233244,reversion:trend+confirmed_rebound,take_profit
LINKUSDT,2025-01-20 08:00:00+00:00,2025-01-20 19:59:59.999000+00:00,26.31315,24.354816500000002,49.91,-97.74042498499992,2.5288382080150003,-100.26926319301492,-7.634971360327436,reversion:trend+confirmed_rebound,stop_loss
SOLUSDT,2025-01-24 00:00:00+00:00,2025-01-27 03:59:59.999000+00:00,253.24656,234.512685,5.165,-96.76046437499991,2.5192765004249997,-99.27974087542492,-7.59008700651254,reversion:trend+confirmed_rebound,stop_loss
SOLUSDT,2025-01-27 16:00:00+00:00,2025-01-28 04:00:00+00:00,233.78683499999997,236.56166000000002,6.849,19.00477642500034,3.221416842255,15.783359582745343,0.9857169694777937,reversion:trend+confirmed_rebound,strategy_exit_next_open
BNBUSDT,2025-02-14 04:00:00+00:00,2025-02-18 07:59:59.999000+00:00,683.531595,649.964855,2.812,-94.38967288000026,3.7497920174,-98.13946489740027,-5.1058702633928865,reversion:trend+confirmed_rebound,stop_loss
BNBUSDT,2025-03-20 04:00:00+00:00,2025-03-24 20:00:00+00:00,625.01235,635.931875,5.272,57.567735800000115,6.6476979542,50.92003784580011,1.5453423880344157,reversion:trend+confirmed_rebound,strategy_exit_next_open
XRPUSDT,2025-03-25 12:00:00+00:00,2025-03-26 19:59:59.999000+00:00,2.44592235,2.3806091000000005,1382.3,-90.28250547499937,6.6717144233350005,-96.95421989833436,-2.867620938579654,reversion:trend+confirmed_rebound,stop_loss
SOLUSDT,2025-04-16 04:00:00+00:00,2025-04-16 19:59:59.999000+00:00,126.51322499999999,133.25334,16.132,108.7315351800003,4.19055422658,104.5409809534203,5.1222695769553095,reversion:trend+confirmed_rebound,take_profit
SOLUSDT,2025-04-22 04:00:00+00:00,2025-04-22 15:59:59.999000+00:00,139.41967499999998,145.057435,19.054,107.42187904000026,5.420426853939999,102.00145218606026,3.839689692290572,reversion:trend+confirmed_rebound,take_profit
XRPUSDT,2025-04-24 12:00:00+00:00,2025-04-26 07:59:59.999000+00:00,2.1566778,2.2378805,1329.0,107.91838829999995,5.8403679807,102.07802031929995,3.5614101327513996,reversion:trend+confirmed_rebound,take_profit
AVAXUSDT,2025-04-28 04:00:00+00:00,2025-04-30 15:59:59.999000+00:00,21.750869999999995,20.899545,111.34,-94.78652549999953,4.748697206099999,-99.53522270609953,-4.110067390407813,reversion:trend+confirmed_rebound,stop_loss
XRPUSDT,2025-04-30 20:00:00+00:00,2025-05-04 16:00:00+00:00,2.19559725,2.1959015,1266.4,0.3853022000001481,5.561394017000001,-5.176091816999852,-0.18615657994652174,reversion:trend+confirmed_rebound,strategy_exit_next_open
BTCUSDT,2025-05-05 08:00:00+00:00,2025-05-06 15:59:59.999000+00:00,94809.290955,93506.313455,0.05265,-68.60176537500043,9.9148165721865,-78.51658194718692,-1.5729398346812136,reversion:trend+confirmed_rebound,stop_loss
BTCUSDT,2025-05-13 08:00:00+00:00,2025-05-18 15:59:59.999000+00:00,102716.83275,105128.96922,0.04193,101.1408821870999,8.714974476602102,92.4259077104978,2.1459877694973,reversion:trend+confirmed_rebound,take_profit
SOLUSDT,2025-05-18 16:00:00+00:00,2025-05-18 19:59:59.999000+00:00,176.34812999999997,170.27482000000003,15.342,-93.176722019999,5.317889298900001,-98.494611318899,-3.6404882490105996,reversion:trend+confirmed_rebound,stop_loss
BTCUSDT,2025-05-24 12:00:00+00:00,2025-05-25 11:59:59.999000+00:00,109263.174285,106786.949815,0.03599,-89.11931867530004,7.7756439663590005,-96.89496264165905,-2.464027438080394,reversion:trend+confirmed_rebound,stop_loss
BTCUSDT,2025-05-26 00:00:00+00:00,2025-05-28 23:59:59.999000+00:00,109058.7021,106881.30261500001,0.03999,-87.07420540514948,8.63544078855285,-95.70964619370233,-2.194542428645854,reversion:trend+confirmed_rebound,stop_loss
ETHUSDT,2025-07-15 08:00:00+00:00,2025-07-15 19:59:59.999000+00:00,2978.98875,3077.750355,1.0491,103.61079980550015,6.3541249950555,97.25667481044465,3.1119575693261727,reversion:trend+confirmed_rebound,take_profit
SOLUSDT,2025-07-16 00:00:00+00:00,2025-07-16 19:59:59.999000+00:00,164.06198999999998,170.084915,17.527,105.56380647500026,5.8565928039349995,99.70721367106526,3.4674564748361365,reversion:trend+confirmed_rebound,take_profit
ETHUSDT,2025-07-22 12:00:00+00:00,2025-07-23 15:59:59.999000+00:00,3707.15265,3581.1185450000003,0.7317,-92.21915462849981,5.332828033381501,-97.55198266188131,-3.5963551755819854,reversion:trend+confirmed_rebound,stop_loss
ADAUSDT,2025-07-24 00:00:00+00:00,2025-07-24 07:59:59.999000+00:00,0.8164079999999999,0.7702147,2032.2,-93.87402425999976,3.22433465094,-97.09835891093975,-5.852456455595717,reversion:trend+confirmed_rebound,stop_loss
XRPUSDT,2025-07-24 12:00:00+00:00,2025-07-25 16:00:00+00:00,3.1699842,3.0359812500000003,532.6,-71.36997116999986,3.30529719867,-74.67526836866986,-4.423016223550885,reversion:trend+confirmed_rebound,strategy_exit_next_open
BNBUSDT,2025-07-30 16:00:00+00:00,2025-07-30 19:59:59.999000+00:00,791.1954,767.286165,3.72,-88.94235419999988,5.7975514218,-94.73990562179989,-3.218890878915622,reversion:trend+confirmed_rebound,stop_loss
SOLUSDT,2025-08-12 16:00:00+00:00,2025-08-12 19:59:59.999000+00:00,181.79084999999998,189.04543,14.29,103.66794820000047,5.2992504412,98.36869775880047,3.7866282708948407,reversion:trend+confirmed_rebound,take_profit
AVAXUSDT,2025-08-15 00:00:00+00:00,2025-08-15 07:59:59.999000+00:00,23.67183,24.907540000000004,85.84,106.07334640000039,4.1700531208000005,101.9032932792004,5.014950808619378,reversion:trend+confirmed_rebound,take_profit
LINKUSDT,2025-08-16 16:00:00+00:00,2025-08-17 07:59:59.999000+00:00,22.011,23.410289000000002,78.36,109.64828604000024,3.55921220604,106.08907383396024,6.150868706555826,reversion:trend+confirmed_rebound,take_profit
ADAUSDT,2025-08-18 16:00:00+00:00,2025-08-19 15:59:59.999000+00:00,0.9180588,0.8689653,1915.2,-94.02387119999982,3.4225085563200004,-97.44637975631981,-5.54218576195772,reversion:trend+confirmed_rebound,stop_loss
LINKUSDT,2025-08-20 12:00:00+00:00,2025-08-20 23:59:59.999000+00:00,24.952469999999998,26.757614500000003,61.26,110.58315207000027,3.16775977647,107.41539229353026,7.02709757991896,reversion:trend+confirmed_rebound,take_profit
ETHUSDT,2025-08-25 12:00:00+00:00,2025-08-25 19:59:59.999000+00:00,4602.38004,4437.390195,0.5582,-92.09733147900003,5.045999745177001,-97.14333122417703,-3.7812960625259455,reversion:trend+confirmed_rebound,stop_loss
ETHUSDT,2025-08-26 16:00:00+00:00,2025-08-29 11:59:59.999000+00:00,4521.2895149999995,4346.915455,0.5253,-91.59869371799957,4.658468070741,-96.25716178874058,-4.052876162034477,reversion:trend+confirmed_rebound,stop_loss
SOLUSDT,2025-08-30 04:00:00+00:00,2025-09-01 03:59:59.999000+00:00,205.712805,196.20185000000004,9.634,-91.62854046999969,3.87204578627,-95.5005862562697,-4.81879076754603,reversion:trend+confirmed_rebound,stop_loss
XRPUSDT,2025-09-15 16:00:00+00:00,2025-09-18 11:59:59.999000+00:00,3.02901375,3.11054395,1220.3,99.49130305999999,7.49210226131,91.99920079869,2.4889501508535576,reversion:trend+confirmed_rebound,take_profit
